MedicineID,Name,manufacturer_name,Price
669,"Dito M 80mg/250mg Tablet","Lifecom Pharmaceuticals Pvt Ltd",49.9
670,"YBZ 400mg Tablet","Nuclear Pharmaceuticals Pvt Ltd",12
671,"Sentolin 2mg Syrup","Ultratech Pharmaceuticals",35
672,"MS Clav 500 mg/100 mg Injection","Calibar Pharmaceuticals",83.48
673,"Kaycide-SB 750 Injection","Stenkem Molecules Pvt Ltd",70
674,"Ipm 400 mg/325 mg/100 mg Tablet","Cipla Ltd",8.25
675,"Torgus 120mg Tablet","Ernst Pharmacia",119.9
676,"Deeflam KP 50mg/500mg Tablet","Care Pharma India Ltd",20
677,"Neosoralen Forte 25mg Tablet","Mac Laboratories Ltd",114
678,"Drozon 80mg Tablet","Canvarzys Healthcare Ltd",44.31
679,"Naxipred 8mg Tablet","VHC Pharmaceuticals",125.6
680,"Taznex 1000mg Injection","Biotic Healthcare",240
681,"Ginicef 100mg Tablet DT","Genial Lifecare",85
682,"Doxoril 100mg Syrup","Macleods Pharmaceuticals Pvt Ltd",61
683,"Immcef O 200mg/200mg Tablet","Immence Life Sciences Pvt Ltd",155
684,"Ximeceff DS Dry Syrup","Lupin Ltd",71.7
685,"Surgicef-O Tablet DT","Focus Healthcare",145
686,"Anxisure 0.5mg/10mg Tablet","Jemon Pharmaceutical",48
687,"Nausetil 5mg Tablet","Intas Pharmaceuticals Ltd",14
688,"Dip 2.5mg Tablet","Alkem Laboratories Ltd",14.9
689,"Keydep-Forte 0.5mg/10mg Tablet","Macway Biotech Pvt Ltd",97
690,"Eimorap 40mg Tablet","Haustus Biotech Pvt Ltd",62.45
691,"Arilep 300mg Tablet SR","Ryon Pharma",29
692,"AC-Breathe 200 SR Tablet","Saksham Pharmaceuticals India Ltd",179.9
693,"Pregeb NT 75mg/10mg Tablet","Torrent Pharmaceuticals Ltd",188.05
694,"Exmite AZ 500mg/500mg Tablet","Ridhima Biocare",500
695,"Olmezest 10 Tablet","Sun Pharmaceutical Industries Ltd",87.5
696,"Pioz MF G2 Tablet SR","USV Ltd",143
697,"Amicos 250mg Injection","Corona Remedies Pvt Ltd",28
698,"Pharmazin 5mg Tablet","A N Pharmacia",39.6
699,"Udcament Oral Suspension","Delcure Life Sciences",390
700,"Voglinorm GM 1/0.3 Tablet SR","Micro Labs Ltd",90.5
701,"Leveteo 250 Tablet","Matteo Healthcare Pvt Ltd",65
702,"Depzil Forte Tablet",Psycormedies,147
703,"Alon 5mg Tablet","Shrinivas Gujarat Laboratories Pvt Ltd",56.25
704,"Atorlip 40 Tablet","Cipla Ltd",239.9
705,"Olixin 10mg Tablet","Signova Pharma Pvt Ltd",56.6
706,"Gabavel 100mg Tablet","Zenolia Life Science Private Limited",59
707,"Twinsorb Shampoo","Amwill Healthcare",210
708,"Pariz 40mg Tablet","Win-Medicare Pvt Ltd",60
709,"Tecoplus 400mg Injection","H2H India Biotech Private Limited",2049
710,"Axclav 500mg/125mg Capsule","Junifer Pharmaceuticals",200
711,"Cendu 60mg Capsule","USV Ltd",126.92
712,"Odiwel 4mg Tablet MD","Dokcare Life Sciences",44
713,"Masorate Syrup Orange","Masson Healthcare Pvt Ltd",129.92
714,"Labdic 50 mg/500 mg/4 mg Tablet","Laborate Pharmaceuticals India Ltd",8.87
715,"Rabinta DXR Capsule","Intra Life",101
716,"Shilgem 1000mg Injection","Shilpa Medicare Ltd",5150
717,"Pantorite D Capsule","MHS Pharmaceuticals Pvt Ltd",77
718,"Lancer 30mg Capsule","Alkem Laboratories Ltd",35
719,"Flunero 10mg Tablet","Ernst Pharmacia",49.9
720,"Xoten C 10mg/75mg Tablet","Alteus Biogenics Pvt Ltd",119
721,"Acmic 1500mcg Tablet","Adley Formulations",94
722,"Cloridone 6.25mg Tablet","Maxford Labs Pvt. Ltd.",34.2
723,"Gracof BR Syrup","GRAF Laboratories Pvt Ltd",27.42
724,"Flarid D 50mg/10mg Tablet","Skylane Pharmaceuticals",49
725,"Af-ter Lotion","Palsons Derma",157.3
726,"Ciword 250 Tablet","Misha Biotech Pvt Ltd",550
727,"Lhd 10mg Tablet","Ipca Laboratories Ltd",31.9
728,"Abitor 20mg Tablet","Alpic Biotech Ltd",120
729,"Zetam Suspension","Allenge India",168
730,"Ascotus CF Syrup","Ridhima Biocare",60
731,"Numin Trio 2mg/500mg/0.2mg Tablet","Laxian Healthcare",141
732,"Inflacin 20mg Tablet DT","Ikon Remedies Pvt Ltd",49.5
733,"MENOLATE 500MG TABLET","Pharma Drugs & Chemicals",85
734,"Atorfit D 20mg/1000IU Tablet","Ajanta Pharma Ltd",81.63
735,"Valpo 300mg Tablet CR","D D Pharmaceuticals",66.19
736,"Abdoklis MF 80mg/250mg Tablet","Apa Pharmaceuticals",79
737,"Montizer-LC Tablet","Zering Smith Lifesciences",95
738,"Campto 100mg Injection","Pfizer Ltd",19950
739,"Medfix Forte 100mg Dry Syrup","Medmom Pharmaceuticals LLP",72.24
740,"Z Pod 50mg Dry Syrup","Arvincare Pharma",58
741,"Esnax Plus Tablet","Anax Lifescience",100
742,"Seriz Forte Tablet","Systemic Healthcare",65
743,"Carloc I 3.125 Tablet","Cipla Ltd",195
744,"Acicef O 200mg/200mg Tablet","Geneka Biotek",150
745,"Calshore Tablet","Cue Labs",85
746,"Veriaz 250mg Tablet","Veritaz Healthcare Ltd",57
747,"Nucarnit-F Tablet","Emcure Pharmaceuticals Ltd",521.85
748,"Melalite 15 Cream",Abbott,220.48
749,"Cona Tablet","Monokem Labs",11.55
750,"Ornivil Syrup","Vilco Laboratories Pvt Ltd",44.87
751,"Increten M 500mg/20mg Tablet","Saan Labs",177
752,"Ivalp 500mg Tablet","Kivi Labs Ltd",92
753,"Moxiken 125mg Dry Syrup","Kentreck Laboratories Pvt Ltd",25.4
754,"Cfo-T Injection","Wohltat Lifesciences",321
755,"Brumol 250mg Oral Suspension","Brukem Life Care",42
756,"Carepod-CV Dry Syrup","Lezaa Biotech",99
757,"Peptilcer 40 Tablet","Biochem Pharmaceutical Industries",104.65
758,"Cilacar T 20/40 Tablet","J B Chemicals and Pharmaceuticals Ltd",161.79
759,"Calchek 10mg Tablet","Ipca Laboratories Ltd",61.9
760,"Ziglim Plus 2 Tablet SR","FDC Ltd",77
761,"Carypod Tablet DT","Evax Healthcare Pvt Ltd",220
762,"Telmicalm-H Tablet","Assure Pharma",75
763,"Melanorm-HC Cream","Unimarck Pharma India Ltd",125
764,"Roxyvin Kid 50mg Tablet","Torino Labs (P) Ltd",50
765,"Udan 2mg Syrup","Excare Laboratories",33
766,"Que 200mg Tablet","Biologic Psychotropics India Pvt Ltd",93.2
767,"Limapenem 500mg Injection","Ancalima Lifesciences Ltd",1180
768,"Trigenic Syrup","Trigenesis Life Sciences Pvt Ltd",29
769,"EFETRAN 75MG CAPSULE","Novartis India Ltd",60
770,"Indikof LS Syrup Sugar Free","Alkem Laboratories Ltd",107
771,"Profol Spiva 10mg Injection","Claris Lifesciences Ltd",750
772,"Shixone 1000 Injection","Shivon Lifesciences Pvt Ltd",56
773,"Celavi M 10/50 Tablet PR","Ajanta Pharma Ltd",137.59
774,"Iliac 10mg Tablet","Suremed Lifecare Pvt Ltd",75
775,"Cefolin 50mg Dry Syrup","Cablin Healthcare Pvt Ltd",50
776,"Cezipod 50 Dry Syrup","Moderik Healthcare",85
777,"Solutab Tablet","Captab Biotec",80
778,"Vancoled 1gm Injection","Pfizer Ltd",683.04
779,"Tazotop Cream","Sun Pharmaceutical Industries Ltd",92.02
780,"Ketovue 0.5% Eye Drop","Bausch and Lomb India Pvt Ltd",63
781,"Zylocef CV 200 mg/125 mg Tablet","Lupin Ltd",251.25
782,"Megeetron 160mg Tablet","Alkem Laboratories Ltd",810
783,"Resitan Amh Tablet","Bharti Life Sciences",71.42
784,"Zabee L 75mg/20mg Capsule SR","Medok Life Sciences Pvt Ltd",160
785,"Gliri M 2mg/500mg Tablet","Ridham Medicare",46
786,"Refast D 30mg/20mg Capsule SR","Medicraft Group",110
787,"Azikia 500 LB Tablet","Alicanto Drugs Pvt Ltd",167
788,"Doff-OZ 200mg/500mg Tablet","DS Pharma",75
789,"Steadpan Tablet","Aareen Healthcare Pvt Ltd",59
790,"Yosin BRD Tablet","Morstella Biotech",145
791,"Erubin 50mg Injection","RPG Life Sciences Ltd",597
792,"Voglitum-Trio 0.3 Tablet ER","Advance Concept Pharmaceuticals Pvt. Ltd.",179
793,"Anarizin D 15mg/20mg Tablet","Smayan Healthcare Pvt Ltd",45
794,"Het 84.7mg/25.3mg Injection","Harson Laboratories",4.8
795,"Sacdase 20mg Tablet","SAC Pharmaceuticals",69
796,"Nispred 125mg Injection","Neiss Labs Pvt Ltd",240
797,"Trigli LS 2 Tablet SR","Ordain Health Care Global Pvt Ltd",57
798,"Veran 300mg Tablet","Vega Pharma",7
799,"Gastrodeal 40mg Injection","Mini Pharmaceuticals",61
800,"METLEAD G FORTE 2 MG/1000 MG TABLET SR","Glaxo SmithKline Pharmaceuticals Ltd",69
801,"Pain 3 D 100mg/325mg/15mg Tablet","Unique Remedies & Pharmaceutical",82
802,"Wellpred 16 Tablet","Syndicate Life Sciences Pvt Ltd",115
803,"Lowin T Eye Drop","Ahlcon Parenterals  India  Limited",75
804,"Alcopod 200 Tablet DT","Alicia Healthcare",185
805,"Glimrox M1 Tablet PR","Deltis Pharma Private Limited",50
806,"Unipraz-DSR Capsule","Wintech Pharmaceuticals",90
807,"Geocef 200mg Tablet","Bliss Gvs Pharma Limited",93
808,"Telmivas 80mg Tablet","Orchid Chemicals & Pharmaceuticals Ltd",103.33
809,"Taxuba 120mg Injection","Glenmark Pharmaceuticals Ltd",14000
810,"Axcef TZ 1000mg/125mg Injection","Axter Pharmaceuticals Pvt Ltd",190
811,"Micropenam 1g Injection","Micro Labs Ltd",1074
812,"Glitame-M1000 Tablet","Aishwarya Healthcare",112.5
813,"Levosung Oral Drops","Neoliva Formulations",44
814,"Citalop S 5mg Tablet","RPG Life Sciences Ltd",27
815,"Beta Amlol 5 mg/50 mg Tablet","Themis Medicare Ltd",34.15
816,"Wostat 40mg Tablet","Wockhardt Ltd",105
817,"Clonate Lotion","Hegde and Hegde Pharmaceutical LLP",170
818,"Flopres-D Tablet","Fawn Incorporation",169
819,"Wardof D 30mg/40mg Capsule SR","Diamond Drugs Pvt Ltd",85
820,"RA Quin 400mg Tablet","Sun Pharmaceutical Industries Ltd",115
821,"Azcre 500mg Tablet","A. Menarini India Pvt Ltd",56.73
822,"Silolyst 4mg Tablet","Septalyst Lifesciences Pvt.Ltd.",199.65
823,"Acotra 100 Capsule","Ventus Pharmaceuticals Pvt Ltd",78
824,"Xfit 125mg Injection","Ind Swift Laboratories Ltd",20
825,"Tacrotaj 0.5mg Capsule","Taj Pharma India Ltd",227
826,"Clocit 0.5mg/5mg Tablet","Salas Pharmaceuticals",117
827,"Stilkast FX 10mg/120mg Tablet","Alvoncare Pharma",185
828,"Aprylx Trio Tablet","Vernoxy Pharma Pvt Ltd",108.89
829,"Zemhart 60mg Tablet","Leeford Healthcare Ltd",110
830,"Unimox 125mg Dry Syrup","Mac Millon Pharmaceuticals Pvt Ltd",32.4
831,"SP Doxime SB 1000mg/500mg Injection","Medicross Pharmaceuticals",130
832,"Ivabid 5 Tablet",Abbott,346.01
833,"Megamove MR 250mg/50mg/500mg Tablet","Helios Pharmaceuticals",66
834,"Kotyod-M Syrup","Kotiya Pharma",78
835,"Cidaflox 100mg Tablet DT","Juggat Pharma",121.7
836,"Pyricare 500 Tablet","Health Care Formulations Pvt Ltd",10.82
837,"VALCONTIN 500 MG TABLET","Modi Mundi Pharma Pvt Ltd",93
838,"Hemoclot 500mg Tablet","Ethix Healthcare",70
839,"Fujigraf 2mg Capsule","Hospimax Healthcare Pvt Ltd",804
840,"Azimac 250mg Tablet","MAC Medilife Pvt Ltd",57
841,"Sulbactum P 500mg/500mg Injection","Suave Pharmaceuticals",166
842,"Ibsinorm 6mg Tablet","Sun Pharmaceutical Industries Ltd",60.45
843,"Atorastin F 10mg/160mg Tablet","Zeelab Pharmacy Pvt Ltd",24
844,"Quinolite Cream","Metamorf Lifesciences",147
845,"Ramod 5mg Tablet","Aretaeus Pharmaceuticals",92.1
846,"Qtoglym-M1 Tablet PR","Shashvat Healthcare",55
847,"Ezinerv NT 400mg/10mg Capsule","DR Best pharmaceuticals Pvt Ltd",60
848,"Azilsyn 80mg Tablet","Synokem Pharmaceuticals Ltd",199
849,"Mlor 100mg/8mg Tablet","Murentia Pharmaceuticals",233
850,"Erythrocin 100mg Tablet","Pfizer Ltd",16.55
851,"Darbecon 25mcg Injection","Concord Biotech Ltd",1599
852,"Alde Plus Tablet","HS Aldem Healthcare",119
853,"Tacof Cold Oral Drops","Biostrass Health Sciences Pvt Ltd",35.71
854,"Softy 100mg Injection","Genetic Pharma",65
855,"Dermikem 4 Cream","Alkem Laboratories Ltd",75
856,"Sinadom Tablet","Leeford Healthcare Ltd",35
857,"Oftacin OZ Tablet","Intag Remedies",84
858,"Dtel-MT 25 Tablet ER","Deify Pharma",135
859,"Nipfone S 1000mg/500mg Injection","Dhamus Pharma",128.65
860,"Molanz 15mg Tablet MD","Medon Pharmaceuticals Pvt Ltd",91
861,"Olsar-A 40 Tablet","Torrent Pharmaceuticals Ltd",243.6
862,"Enclex 40 Injection","Cipla Ltd",425.67
863,"Castor NF Ointment","Leeford Healthcare Ltd",100
864,"Cefgrace-CV Tablet","Venova Pharmaceuticals Pvt Ltd",950
865,"Gluconorm PG 2 Forte Tablet SR","Lupin Ltd",177.45
866,"Polaramine 6mg Tablet","Fulford India Ltd",15.4
867,"Deekacin 500mg Injection","Anvik Biotech",58
868,"Voz CV 250mg/125mg Tablet","Gurgrace Pharmaceuticals",172
869,"Qutidin 25mg Tablet","Knoll Pharmaceuticals Ltd",38
870,"Finus 50mg Tablet","Cronus Biotech Ltd",65
871,"Febumera 40mg Tablet","Numera Life Sciences",99
872,"Zeemox CV 250mg/125mg Tablet","CE-Biotec Pvt Ltd",89
873,"Fex M 10mg/120mg Tablet","East West Pharma",150.8
874,"Valtril 500mg Tablet","Wockhardt Ltd",49.95
875,"Gliart-M 2 Tablet SR","Medicil Healthcare",89
876,"Doxozip AX 400mg/30mg Tablet","Theon Pharmaceuticals Ltd.",115
877,"Scarbic Lotion","Leeford Healthcare Ltd",58.7
878,"Enducef 500mg Injection","Endurance Healthcare Ltd",47
879,"Xylanta Suspension","Troikaa Pharmaceuticals Ltd",53
880,"Biogab A 300mg/10mg Tablet","Biosys Medisciences",95
881,"Etrogod SP 60mg/10mg Tablet","Godase Healthcare",106
882,"Alonac SP Tablet","East West Pharma",61.5
883,"Olmost-AZ 40mg/8mg Tablet","Raymedica Pharmaceuticals",190
884,"Triaxophin SB 1000mg/500mg Injection","Kryptochem Medicament Pvt. Ltd.",139
885,"Aftercold Syrup","Biofield Pharma",49
886,"Accuon Syrup","Pharma Drugs & Chemicals",35
887,"Lynzie 100mg Syrup","Alencure Biotech Pvt Ltd",120
888,"Vertines D 15mg/20mg Tablet","Blubell Pharma",46
889,"Ceftraphy-S Injection","Glomphy Pharma",127.4
890,"Lufo 150mg Tablet","Man Serve Pharma",14.45
891,"Deficort 40mg Injection","Ridhima Biocare",18
892,"Tapcynta 75mg Tablet","Macleods Pharmaceuticals Pvt Ltd",138.4
893,"Amidol RB Tablet","Amnicure Healthcare Pvt Ltd",200
894,"Nebivie 2.5mg Tablet","Azcad Pharmaceuticals Pvt Ltd",73
895,"Applevit D Tablet","Apple Lifescience",141
896,"Fedol 100mg/325mg Tablet","Mint Life Sciences Pvt Ltd",40
897,"Dicnox AQ 25mg Injection","Sonixa Lifecare",15
898,"Dorfix Dry Syrup","Dorphyll Healthcare",49
899,"Mobipar Plus Tablet","Anant Pharmaceuticals Pvt Ltd",30
900,"L250 250mg Tablet","Maneesh Pharmaceuticals Ltd",21.33
901,"Ulrid 40mg Injection","Radicura Pharma pvt ltd",55
902,"Alvomat M 5mg/10mg Tablet","Matias Healthcare Pvt Ltd",109
903,"Vayclav 250mg/125mg Tablet","Anevay Pharmaceuticals Pvt. Ltd.",135
904,"Zynac Gel","Zydus Cadila",53.4
905,"Zisper 2mg Tablet MD","Torrent Pharmaceuticals Ltd",28.46
906,"Olpod 100 Tablet DT","M.M Pharma",140
907,"Etkotic 90mg Tablet","Asiatic Pharmaceuticals",135
908,"Gofix 200mg Tablet DT","Isis Healthcare Pvt Ltd",107.18
909,"Itrazil 200 Capsule","Nilrise Pharmaceuticals Pvt Ltd",298
910,"Lfine 1% Lotion","Omni Lifesciences Pvt Ltd",215
911,"Alone 50mg Injection","Avni Healthcare",135
912,"Sudhapan 40mg Tablet","Sudha Lifesciences Pvt Ltd",96
913,"Levosef-OZ Tablet","Saphnix Life Sciences",90
914,"Mucocil LS Syrup","Troikaa Pharmaceuticals Ltd",82.5
915,"Minidolo Tablet","Winsome Laboratories Pvt Ltd",60
916,"Simnol 50 Tablet","Care Formulation Labs Pvt Ltd",24.4
917,"Neurospark 500mg Injection","Venus Remedies Ltd",105
918,"Ziglim-MV 2 Tablet","FDC Ltd",78
919,"Wordoxime 50mg Dry Syrup","World Healthcare Pharma",67
920,"Weliflox OZ KID Syrup","Welisynth Pharmaceuticals",42.5
921,"Cetzone 500mg Injection","Grace Drugs & Pharmaceuticals",43.25
922,"Instantino 0.25mg Injection","Zuventus Healthcare Ltd",168
923,"Xeronac-P Tablet","Gms Biomax Medicare Pvt Ltd",70
924,"Genericart Cefixime 200mg Tablet DT","Swast Aushadhi Seva Generic Medicine Store",100.91
925,"Pemmet 500 Injection","Intas Pharmaceuticals Ltd",5467.6
926,"Dfc Oral Suspension","Vee Remedies",68.75
927,"Ebet 10 Tablet","Gary Pharmaceuticals Pvt Ltd",60
928,"Aceclotrue MR 100mg/325mg/250mg Tablet","Truecure Healthcare Private Limited",89
929,"Miso-Gyn 200 Tablet","Bharat Serums & Vaccines Ltd",72
930,"Effective CV 500mg/125mg Tablet","Serbia Molecules Pvt Ltd",374
931,"Raxcef TZ 1000mg/125mg Injection","Rax Health Care Pvt Ltd",135
932,"Cormet 25mg Tablet SR","Lia Life Sciences Pvt Ltd",42.5
933,"Childryl ZP Syrup","Wiscon Pharmaceuticals Pvt Ltd",45.05
934,"Tapcynta 50mg Tablet","Macleods Pharmaceuticals Pvt Ltd",99
935,"Glucan G 2mg/500mg Tablet","Lucan Pharmaceuticals Private Limited",94
936,"Tryser 200mg Tablet","Try Drugs Pharmaceuticals",70
937,"Abiof 400 Tablet","Abia Pharmaceuticals Pvt. Ltd.",89
938,"Mavdol TP Tablet","Maverick Pharma Pvt Ltd",73
939,"Wan-D Tablet","Mediaim Pharmaceutical",100
940,"Rozact-Gold 20 Capsule IR","AP Medicare",201
941,"Ursodic 300mg Tablet","Ambreyo Lifesciences",334
942,"Calvicare Dry Syrup",Ultilab,58
943,"Levolin Plus Syrup Pineapple & Black currant","Cipla Ltd",104.67
944,"Eldofen Super  Gel","Elder Pharmaceuticals Ltd",25
945,"Envelaf 37.5mg Tablet XR","Alkem Laboratories Ltd",28
946,"Themcid Oral Suspension Mango Sugar Free","Asgard Labs Private Limited",78
947,"Uasta 250mg Oral Suspension","Uniword Pharma",37
948,"Arflox 0.3% Eye Drop","Health Biotech Limited",14
949,"Clindalen-A Gel","Skylla Pharmaceuticals",145
950,"Acceclopee Plus 100mg/325mg/15mg Tablet","Peenak Pharma",75
951,"Cosaben 400mg Tablet","Smaco Biocon",9.75
952,"Efonta 20 Tablet","Ajanta Pharma Ltd",120
953,"Canditral 100 Capsule","Glenmark Pharmaceuticals Ltd",140
954,"Zunalgia Plus Injection","Zunarsh Lifesciences Pvt Ltd",97
955,"Forsemer 800mg Tablet","Micro Labs Ltd",257
956,"Etoblend MR Tablet","Cue Labs",180
957,"Cetin Plus Syrup","Ind Swift Laboratories Ltd",22.04
958,"Jycyp Syrup","Jydem Bio Pharma Pvt Ltd",98
959,"Forixone-TZ Injection","Fortune Labs",34
960,"Sclerogem 240mg Capsule DR","Cipla Ltd",1625
961,"Frp 200 Tablet","Evans Healthcare",655
962,"Dinac 50mg/500mg Tablet","Flora & Pharma",12.5
963,"Clamotel Oral Suspension","Cartel Laboratories",62
964,"Favenza 400mg Tablet","FDC Ltd",950
965,"Candid TV Suspension","Glenmark Pharmaceuticals Ltd",305
966,"Onton 4mg Tablet MD","Hi-Cure Biotech",45
967,"Xing Cuf Tablet","Bindlysh Biotec Ltd",26
968,"Zanin 500mg Injection","Zenlabs Ethica Ltd",115
969,"Azawan Tablet","Rowan Bioceuticals Pvt Ltd",90
970,"Cefiraz Syrup","Shreeji Healthcare Impex",58
971,"Eliquin EC 300mg Tablet","Elikem Pharmaceuticals Pvt Ltd",53
972,"Zetitor 10mg Tablet","Glenmark Pharmaceuticals Ltd",57.6
973,"Barbinol 100mg Injection","Human Antibiotic Pharmaceuticals Pvt Ltd",14.5
974,"Azigate 250mg Tablet","Symbiosis Pharmaceuticals Pvt Ltd",52
975,"Cypramycetin 250mg Capsule","Cyper Drugs & Pharmaceuticals Pvt Ltd",28.9
976,"Relexulide 100mg Tablet","Maitri Healthcare Pvt Ltd",15
977,"Synovit 2500mcg Injection","Shalman Pharma Pvt Ltd",70
978,"Qmox 250mg Tablet DT","Scutage Pharmaceuticals",40
979,"Megavog MF 0.3/500 Tablet SR","Aristo Pharmaceuticals Pvt Ltd",97
980,"VOTCEF 50 MG DRY SYRUP","Apostle Remedies",80
981,"Nucez MC 5mg/10mg Tablet","Little Greave Pharmaceutical Pvt Ltd",79.9
982,"Leebonn 500mg Tablet","Iscon Life Sciences",75
983,"Ifcetri-L Syrup","Positif Life sciences",26
984,"Zesunate Kit","Zodak Healthcare",189
985,"Zenof 100mg Tablet","Zenon Healthcare Ltd",29
986,"Ranidom Suspension","Mankind Pharma Ltd",99
987,"Sitared-M Tablet 50/500","Sun Pharmaceutical Industries Ltd",142.5
988,"Naturogest 8% Vaginal gel","Zydus Cadila",167.4
989,"Ibstatin C 10mg/75mg Tablet","Indiabulls pharmaceutical ltd",142.86
990,"Sylev-M Oral Suspension","Sycon Healthcare Pvt Ltd",72.5
991,"Meflodin 10mg/250mg Tablet","Axodin Pharmaceuticals Pvt. Ltd.",37.4
992,"Avks TH 100mg/4mg Tablet","Taksa LIfe Sciences",170
993,"Acefem 200mg Tablet SR","Femgrace Formulations",35
994,"Zinco Sulpha Eye Drop","Bell Pharma Pvt Ltd",57.24
995,"Zepid 2mg Tablet","Psychotropics India Ltd",19.8
996,"Degrain Oral Suspension","Reantis Pharmaceuticals Pvt. Ltd.",35
997,"Anitryp 10mg Tablet","Anikem Laboratories",12.2
998,"Aziprl 500mg Tablet","Pristine Pearl Pharma Pvt Ltd",71.7
999,"Baicab 0.5mg Tablet","Bageo Pharmaceuticals Pvt Ltd",356
1000,"Cetanil M 50 Tablet ER","Alembic Pharmaceuticals Ltd",134.3
